number,code,name,"full name"
2742,1F932-1F3FB,"palms up together","palms up together; palms up together; prayer; cupped hands"
2743,1F932-1F3FC,"palms up together","palms up together; palms up together; prayer; cupped hands"
2744,1F932-1F3FD,"palms up together","palms up together; palms up together; prayer; cupped hands"
2745,1F932-1F3FE,"palms up together","palms up together; palms up together; prayer; cupped hands"
2746,1F932-1F3FF,"palms up together","palms up together; palms up together; prayer; cupped hands"
2747,1F933-1F3FB,selfie,"selfie; camera; phone; selfie"
2748,1F933-1F3FC,selfie,"selfie; camera; phone; selfie"
2749,1F933-1F3FD,selfie,"selfie; camera; phone; selfie"
2750,1F933-1F3FE,selfie,"selfie; camera; phone; selfie"
2751,1F933-1F3FF,selfie,"selfie; camera; phone; selfie"
2752,1F934-1F3FB,prince,"prince; prince"
2753,1F934-1F3FC,prince,"prince; prince"
2754,1F934-1F3FD,prince,"prince; prince"
2755,1F934-1F3FE,prince,"prince; prince"
2756,1F934-1F3FF,prince,"prince; prince"
2757,1F935-1F3FB,"person in tuxedo","person in tuxedo; groom; person; person in tuxedo; tuxedo"
2758,1F935-1F3FC,"person in tuxedo","person in tuxedo; groom; person; person in tuxedo; tuxedo"
2759,1F935-1F3FD,"person in tuxedo","person in tuxedo; groom; person; person in tuxedo; tuxedo"
2760,1F935-1F3FE,"person in tuxedo","person in tuxedo; groom; person; person in tuxedo; tuxedo"
2761,1F935-1F3FF,"person in tuxedo","person in tuxedo; groom; person; person in tuxedo; tuxedo"
2762,1F936-1F3FB,"mrs. claus","mrs. claus; celebration; christmas; claus; mother; mrs.; mrs. claus"
2763,1F936-1F3FC,"mrs. claus","mrs. claus; celebration; christmas; claus; mother; mrs.; mrs. claus"
2764,1F936-1F3FD,"mrs. claus","mrs. claus; celebration; christmas; claus; mother; mrs.; mrs. claus"
2765,1F936-1F3FE,"mrs. claus","mrs. claus; celebration; christmas; claus; mother; mrs.; mrs. claus"
2766,1F936-1F3FF,"mrs. claus","mrs. claus; celebration; christmas; claus; mother; mrs.; mrs. claus"
2767,1F937-1F3FB-200D-2640-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2768,1F937-1F3FB-200D-2642-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2769,1F937-1F3FB,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2770,1F937-1F3FC-200D-2640-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2771,1F937-1F3FC-200D-2642-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2772,1F937-1F3FC,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2773,1F937-1F3FD-200D-2640-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2774,1F937-1F3FD-200D-2642-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2775,1F937-1F3FD,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2776,1F937-1F3FE-200D-2640-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2777,1F937-1F3FE-200D-2642-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2778,1F937-1F3FE,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2779,1F937-1F3FF-200D-2640-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2780,1F937-1F3FF-200D-2642-FE0F,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2781,1F937-1F3FF,"person shrugging","person shrugging; doubt; ignorance; indifference; person shrugging; shrug"
2782,1F938-1F3FB-200D-2640-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2783,1F938-1F3FB-200D-2642-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2784,1F938-1F3FB,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2785,1F938-1F3FC-200D-2640-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2786,1F938-1F3FC-200D-2642-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2787,1F938-1F3FC,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2788,1F938-1F3FD-200D-2640-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2789,1F938-1F3FD-200D-2642-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2790,1F938-1F3FD,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2791,1F938-1F3FE-200D-2640-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2792,1F938-1F3FE-200D-2642-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2793,1F938-1F3FE,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2794,1F938-1F3FF-200D-2640-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2795,1F938-1F3FF-200D-2642-FE0F,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2796,1F938-1F3FF,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
2797,1F939-1F3FB-200D-2640-FE0F,"person juggling","person juggling; balance; juggle; multitask; person juggling; skill"
2798,1F939-1F3FB-200D-2642-FE0F,"person juggling","person juggling; balance; juggle; multitask; person juggling; skill"
2799,1F939-1F3FB,"person juggling","person juggling; balance; juggle; multitask; person juggling; skill"
2800,1F939-1F3FC-200D-2640-FE0F,"person juggling","person juggling; balance; juggle; multitask; person juggling; skill"
2801,1F939-1F3FC-200D-2642-FE0F,"person juggling","person juggling; balance; juggle; multitask; person juggling; skill"
